Name,City,Rating,Review Count,Price,Tax,Distance From Nearby Routes,Free Cancelation,Couple Friendly,Total Amount
HOTEL IGLOOS(SURAAG HOTEL'S),Uppal,3.2,16.0,1639,378,Not provided,True,False,2017
Super Townhouse La Vista Inn Grand Hotel,Ramanthapur,2.9,24.0,1830,327,Not provided,True,False,2157
FabHotel Royal Residency II,Redhills,3.5,70.0,1628,449,2.8 km drive to Hussain Sagar Lake,False,False,2077
FabHotel Stay O Gachibowli,Gachibowli,,,1274,304,"1.6 km drive to US Consulate, Hyderabad",True,False,1578
AURUM ABODES,Manikonda,3.3,7.0,2078,525,Not provided,True,False,2603
FabHotel Frenotel,Hitec City,2.6,80.0,1492,411,Not provided,True,False,1903
FabHotel Prime Adhirath Grand Hitec CIty,Madhapur,,,2473,582,Not provided,True,False,3055
FabHotel Frenotel Hitech City,Kothaguda,3.6,13.0,1759,485,Not provided,True,False,2244
S K FIRST TRANSIT HOTEL,Shamshabad,3.7,18.0,929,214,8.7 km drive to Rajiv Gandhi International Airport,True,False,1143
Hotel O Heavens Inn,Yousufguda,3.3,7.0,1310,255,Not provided,True,False,1565
Flagship Hotel Lavish Stay,LB Nagar,3.2,32.0,878,174,Not provided,True,False,1052
Super Collection O Manikonda,Manikonda,3.6,63.0,1392,260,Not provided,True,False,1652
FabHotel Galaxy Suites,Kondapur,3.3,3.0,890,212,Not provided,True,False,1102
WINDSOR,Gunrock Enclave,3.5,40.0,2203,556,8.3 km from city centre,True,False,2759
Hotel Midtown,Yousufguda,3.1,93.0,910,210,Not provided,True,False,1120
HOTEL SVM GRAND Miyapur,Hafeezpet,3.0,17.0,3229,804,Not provided,True,False,4033
Hotel O Helloworld tech view,Nanakram Guda,3.0,18.0,1080,193,"2.6 km drive to US Consulate, Hyderabad",True,False,1273
Hotel Jaya International,Koti,2.9,122.0,2296,475,Not provided,True,False,2771
FabHotel Luxury Stays,Banjara Hills,3.1,9.0,1720,474,Not provided,True,False,2194
Hotel Log Inn,Punjagutta,3.2,184.0,1479,341,Not provided,True,False,1820
Hotel O Vaishnavi Classic,Ramgopalpet,4.0,3.0,1146,234,1.5 km drive to Hussain Sagar Lake,True,False,1380
Hotel O Sri Saiyee Dwaraka Hotel,Himayat Nagar,,,1239,253,Not provided,True,False,1492
Hotel Sri Simran Park,Shivaji Nagar,3.2,212.0,1475,340,2.6 km drive to Hussain Sagar Lake,True,False,1815
Hotel I K London Residency,Somajiguda,2.6,86.0,3005,614,2.0 km drive to Hussain Sagar Lake,True,False,3619
Flagship HOTEL R SQUARE,Moula Ali,3.4,18.0,998,195,18.8 km from city centre,True,False,1193
Hotel VVG GRAND,Madhapur,3.2,17.0,1229,284,Not provided,True,False,1513
Belsons Taj Mahal Hotel,Secunderabad,2.7,186.0,1976,462,2.0 km drive to Hussain Sagar Lake,True,False,2438
Hotel O Grand Broholic Luxury Rooms,Hafeezpet,4.2,4.0,893,167,Not provided,True,False,1060
Hotel O Hotel R Square,Dilsukh Nagar,3.4,38.0,1268,247,Not provided,True,False,1515
Hotel O Ragas,Hayathnagar,3.8,5.0,1088,203,Not provided,True,False,1291
Hotel O Priya Residency,Ramgopalpet,3.2,77.0,980,183,5 minutes walk to Hussain Sagar Lake,True,False,1163
FabHotel Hamsa The Right Choice,Manikonda,3.8,40.0,1359,374,Not provided,True,False,1733
VDR Residency,Pocharam,2.6,55.0,1260,308,24.0 km from city centre,True,False,1568
Super Collection O Cititel Mehdipatnam,Masab Tank,2.3,39.0,946,169,Not provided,True,False,1115
BRAMHA HOTEL,Shivaji Nagar,3.3,37.0,1939,453,2.6 km drive to Hussain Sagar Lake,True,False,2392
Super Hotel O Honey Heights Near Botanical Garden,Kondapur,3.7,38.0,1385,270,Not provided,True,False,1655
Collection O Vennela Residency,Miyapur,2.4,131.0,818,146,Not provided,True,False,964
Collection O Galaxy Suites,Kondapur,3.2,201.0,1032,185,Not provided,True,False,1217
Hotel VSR International,Shamshabad,2.6,17.0,1583,365,8.3 km drive to Rajiv Gandhi International Airport,True,False,1948
SPG GRAND,Jeedimetla,3.7,18.0,3600,880,16.7 km from city centre,True,False,4480
Hotel Saptagiri Abids,Abids,3.4,43.0,1345,310,2.7 km drive to Hussain Sagar Lake,True,False,1655
Hotel O Vaishnavi Grand,Borabanda,,,1258,235,Not provided,True,False,1493
HOTEL VIRAT Inn,Somajiguda,4.0,83.0,1740,500,2.2 km drive to Hussain Sagar Lake,True,False,2240
Hotel New Maruthi Residency inn,Chanakyapuri,3.0,10.0,1785,520,Not provided,True,False,2305
Hotel Saptagiri Deluxe,Abids,3.2,35.0,1588,366,2.7 km drive to Hussain Sagar Lake,True,False,1954
Hotel O RBS Square Inn Uppal,Uppal,,,1201,253,Not provided,True,False,1454
Vyb Hotels @ Bahadurpally,Suraram,3.7,14.0,1549,386,Not provided,True,False,1935
Hotel D&J Grande,Koti,3.3,45.0,3256,665,9 minutes walk to KIMS Hospital,True,False,3921
Hotel O Qualia Grand,Yousufguda,3.2,19.0,1147,224,Not provided,True,False,1371
KODALI GUEST SUITES,Karkhana,3.4,8.0,2571,532,9.6 km from city centre,True,False,3103
FabExpress Venkateswara Atidhi,Kothapet,3.6,15.0,972,268,Not provided,True,False,1240
Super Hotel O Green Tree Guest House,Kondapur,3.2,11.0,1233,240,Not provided,True,False,1473
Hotel My Choice,Abids,3.0,4.0,816,195,2.4 km drive to Salar Jung Museum,True,False,1011
Hotel O Siri Inn guest house,Gachibowli,2.5,10.0,1115,199,"8 minutes walk to AIG Gachibowli, Hyderabad",True,False,1314
Hotel O Stayo,Muthangi,4.2,17.0,1318,257,Not provided,True,False,1575
Fabhotel Prime Syn Grand,Chintalakunta,3.9,24.0,2932,808,Not provided,True,False,3740
HOTEL MANGO LEAVES,Chintalakunta,2.9,63.0,1623,377,Not provided,True,False,2000
Hotel Sitara Grand,Lakdikapul,2.8,20.0,1475,340,2.0 km drive to Hussain Sagar Lake,True,False,1815
Hotel G N International,Bhoiguda,,,1822,372,8.1 km from city centre,True,False,2194
Sasya Elite,Gachibowli,3.1,22.0,1022,245,Not provided,True,False,1267
Super Hotel O Qualia Inn Kondapur Near Botanical Garden,Kondapur,3.9,180.0,1226,239,Not provided,True,False,1465
FabHotel Limestone Aura,Somajiguda,3.2,88.0,2080,573,10 minutes walk to Hussain Sagar Lake,True,False,2653
Hotel O R Squre Inn,Dilsukh Nagar,3.3,35.0,1483,265,Not provided,True,False,1748
Super Collection O SS BLUE INN,Dilsukh Nagar,3.5,6.0,1059,207,Not provided,True,False,1266
Hotel New SreeKrishna Residency,Sanjeeva Reddy Nagar,3.4,93.0,2223,250,8 minutes walk to Aster Prime Hospital,True,False,2473
FabHotel Double Tree,Vanasthalipuram,2.6,12.0,1854,511,Not provided,True,False,2365
Hotel Mukesh residency,Shivaji Nagar,2.5,27.0,819,189,2.7 km drive to Hussain Sagar Lake,True,False,1008
Hotel O HYVIN Suites,Kukatpally,2.7,67.0,971,174,Not provided,True,False,1145
Capital O Halcyon Deccan Inn Near Shilparamam,Madhapur,3.3,379.0,1928,345,Not provided,True,False,2273
Super Hotel O Ss Delight,Moula Ali,3.9,37.0,1062,207,17.5 km from city centre,True,False,1269
OYO 824064 Lavish Tranquil,Hafeezpet,3.1,13.0,1082,194,2.9 km drive to Miyapur Metro Station,True,False,1276
Imperial Suites Inn,Gachibowli,3.3,57.0,2066,483,"9 minutes walk to AIG Gachibowli, Hyderabad",True,False,2549
Dwaraka Inn,Habsiguda,2.8,241.0,1469,386,Not provided,True,False,1855
Hotel O 14726 Hotel Vaishnavi Park,Shivaji Nagar,2.7,464.0,1073,192,1.9 km drive to Hussain Sagar Lake,True,False,1265
Super Collection O White Ridge Kamineni,LB Nagar,3.8,37.0,1189,232,Not provided,True,False,1421
Gold Horn Hotel,Mehdipatnam,,,1275,294,Not provided,True,False,1569
iRoomz Lake View Palace,Banjara Hills,2.3,3.0,1365,315,3.0 km drive to Hussain Sagar Lake,True,False,1680
Super Collection O PNR COMFORT KHAIRATABAD,Khairatabad,3.1,21.0,932,167,1.5 km drive to Hussain Sagar Lake,True,False,1099
sri sai krishna deluxe lodge,Shivaji Nagar,2.9,81.0,1016,234,2.6 km drive to Hussain Sagar Lake,True,False,1250
HOTEL SWAGATH GRAND JILLELAGUDA,Jillelguda,2.9,23.0,2272,511,Not provided,True,False,2783
Super Hotel O Hills Luxury Rooms,Kukatpally,,,1228,220,1.5 km drive to Miyapur Metro Station,True,False,1448
Super Collection O Jubilee Banjara Suites,Banjara Hills,2.9,251.0,1135,203,Not provided,True,False,1338
Collection O Stayo,Gachibowli,3.2,13.0,1103,197,"1.6 km drive to US Consulate, Hyderabad",True,False,1300
FabHotel Corner Courtyard,Kondapur,3.1,49.0,1087,299,Not provided,True,False,1386
Hotel O Vyb Hotels,Bachupally,3.0,10.0,1108,198,Not provided,True,False,1306
KDR ROOMS AND HOMES,Shamshabad,,,1954,484,8.4 km drive to Rajiv Gandhi International Airport,True,False,2438
Super Collection O Bhagyalakshmi Suites,Hafeezpet,,,1843,330,2.8 km drive to Miyapur Metro Station,True,False,2173
Hotel O N Grand Residency,Kukatpally,,,1182,211,2.8 km drive to Miyapur Metro Station,True,False,1393
Hotel Kinara Residency,Chandanagar,3.4,56.0,2694,630,Not provided,True,False,3324
HOTEL SRIRAMA INN,Chitrapuri Colony,2.9,39.0,1137,315,Not provided,True,False,1452
WAY INNS,Gachibowli,3.0,53.0,1590,325,Not provided,True,False,1915
HOTEL VIRAT GRAND,LB Nagar,3.9,16.0,2066,428,Not provided,True,False,2494
HOTEL ROYAL INN,Yousufguda,3.1,27.0,1184,273,Not provided,True,False,1457
Hotel Shubham Celebrations Nallagandla,Serilingampally,4.1,54.0,3348,684,Not provided,True,False,4032
Hotel Sri Krishna,Lakdikapul,2.4,26.0,1229,284,2.4 km drive to Hussain Sagar Lake,True,False,1513
Hotel Pride Banjara,Banjara Hills,2.3,18.0,1457,336,Not provided,True,False,1793
Hotel Sagun,Sai Baba Nagar,2.3,3.0,3600,880,Not provided,True,False,4480
Club View Hotel,Karkhana,4.0,54.0,2468,612,9.0 km from city centre,True,False,3080
"Itsy Hotels Infinity, Hitech City",Kothaguda,3.3,75.0,1511,348,Not provided,True,False,1859
HOTEL CLIFTON,Masab Tank,2.6,26.0,1229,284,Not provided,True,False,1513
Hotel Zee Residency,Shivaji Nagar,2.4,23.0,799,199,2.7 km drive to Hussain Sagar Lake,True,False,998
Super Collection O Madhapur Near Cyber Tower,Borabanda,3.3,16.0,1575,294,Not provided,True,False,1869
Treebo Emerald,Hitec City,3.4,53.0,2663,628,Not provided,True,False,3291
Collection O Balaji Nagar Kukatpalli,Borabanda,,,950,200,Not provided,True,False,1150
Hotel O Kalyan,Madhapur,2.0,6.0,1151,206,Not provided,True,False,1357
Palette - Sunrise A Boutique Hotel,Kondapur,1.7,3.0,2004,359,Not provided,True,False,2363
Mevid Hotels,Balapur,3.4,21.0,3181,650,Not provided,True,False,3831
Hotel O Hillside Hotel Kukatpally,Kukatpally,3.3,83.0,3790,753,Not provided,True,False,4543
The Metro International Hotel,Ghansi Bazaar,,,1238,275,6 minutes walk to Salar Jung Museum,True,False,1513
Hotel Ankitha Residency,Ramgopalpet,,,1180,272,8 minutes walk to Hussain Sagar Lake,True,False,1452
Hotel O SRI SAI BALAJI GRAND LODGE INN,Mansoorabad,,,1156,207,Not provided,True,False,1363
Hotel O Qualia Hotel Dilsukhnagar Near Dilsukhnagar Metro Station,Dilsukh Nagar,3.2,55.0,1226,239,Not provided,True,False,1465
Hotel O R Square Near LB Nagar Metro Station,LB Nagar,3.0,50.0,812,145,Not provided,True,False,957
Unnam Hotels Hyderabad,Gachibowli,,,2826,627,Not provided,True,False,3453
Collection O MY PLACE HITEX INN,Kondapur,2.9,28.0,1034,185,Not provided,True,False,1219
Hotel Famous Grand,Nampally,2.0,10.0,1138,263,6 minutes walk to Nampally Railway Station,True,False,1401
Hotel Kalpana Grand,Nampally,2.8,6.0,1229,284,3.0 km drive to Hussain Sagar Lake,True,False,1513
Hotel Asian International,Near Nampally Train Station,2.9,47.0,1614,402,2.4 km drive to Hussain Sagar Lake,True,False,2016
HOTEL ABINAND GRAND KPHB,Moosapet,2.8,17.0,3003,693,Not provided,True,False,3696
BudgetStar Lodge,Humayun Nagar,2.3,16.0,900,220,Not provided,True,False,1120
Hiltan Residency,Shivaji Nagar,3.0,4.0,4499,1100,2.7 km drive to Hussain Sagar Lake,False,False,5599
Hotel O RB @ KOMPALLY,Quthbullapur,2.7,6.0,1002,179,Not provided,True,False,1181
Hotel Royal Residency Secunderabad,Shivaji Nagar,2.0,16.0,911,210,2.7 km drive to Hussain Sagar Lake,True,False,1121
Hotel O Rsquare Elite,LB Nagar,3.6,23.0,1274,228,Not provided,True,False,1502
Hotel O Hill,Hakimpet,3.7,17.0,1548,289,Not provided,True,False,1837
Hotel Royal Palm,Gachibowli,2.4,8.0,2111,494,Not provided,True,False,2605
FabHotel SRS Grand,Gandi Maisamma,,,2066,464,Not provided,True,False,2530
FabHotel RS,Hitec City,,,1378,329,Not provided,True,False,1707
Townhouse SR LUXURY ROOMS,Sanjeeva Reddy Nagar,,,1704,348,Not provided,True,False,2052
Hotel Travellers Inn Hyderabad,Somajiguda,3.0,6.0,859,206,2.2 km drive to Hussain Sagar Lake,True,False,1065
SRI VENGAMAMBA HOTELS,Koti,3.7,6.0,2812,649,2.6 km drive to Salar Jung Museum,True,False,3461
Taramati Hotel,Ibrahim Bagh,2.7,69.0,2913,672,Not provided,True,False,3585
Hotel Sri Maurya,Khairatabad,2.7,39.0,910,210,1.3 km drive to Hussain Sagar Lake,True,False,1120
Hotel O Venkata Sai Sadan Mathrusree Nagar,Hafeezpet,3.0,143.0,1667,298,8 minutes walk to Miyapur Metro Station,True,False,1965
Townhouse Lavish Oak,Ramachandra Puram,2.9,17.0,817,146,Not provided,True,False,963
Hotel O Night Eye Nanakramguda,Gachibowli,3.2,21.0,1005,180,"1.6 km drive to US Consulate, Hyderabad",True,False,1185
FabHotel Q Suites,Borabanda,,,1759,485,Not provided,True,False,2244
Hotel O LAVISH PALMS,Kothaguda,,,1437,257,Not provided,True,False,1694
Hotel O Kompally Residency,Kompally,2.8,39.0,1592,285,Not provided,True,False,1877
Hotel SKS Balaji Luxury Rooms,Basheer Bagh,,,1437,378,1.5 km drive to Hussain Sagar Lake,True,False,1815
FabHotel L Grand,Shivaji Nagar,2.8,29.0,1087,282,2.2 km drive to Hussain Sagar Lake,True,False,1369
Hotel O 11 Eleven,Narapally,,,1085,194,Not provided,True,False,1279
SESHA GRAND,Kukatpally Housing Board Colony,,,2296,475,Not provided,True,False,2771
iRoomz Hotel Silver Moon,Madhapur,,,1460,337,Not provided,True,False,1797
HOTEL MOWRYA GRAND INN,Kukatpally Housing Board Colony,2.3,18.0,3600,880,Not provided,True,False,4480
Hotel O S P R Luxury Rooms,Hastinapuram,3.3,3.0,1447,270,Not provided,True,False,1717
Hotel 21 Avenue,Banjara Hills,2.3,21.0,1548,357,Not provided,True,False,1905
Hotel O RAMOJI BESIDE OMNI HOSPITAL KOTHAPET,Kothapet,3.1,69.0,1094,196,Not provided,True,False,1290
Durga Residency,Chilakalguda,,,1860,380,8.3 km from city centre,True,False,2240
SPOT ON Hotel Aaraadhya Residency,Balanagar,,,875,157,Not provided,True,False,1032
FabExpress RS Living,Hitec City,2.5,6.0,1358,374,Not provided,True,False,1732
BOBBY LODGE,Secunderabad,,,900,220,1.9 km drive to Hussain Sagar Lake,True,False,1120
Hotel White Key,Toli Chowki,2.7,12.0,2645,547,Not provided,True,False,3192
Hotel O 74966 Shree Amardeep Hotel,Ramgopalpet,3.0,8.0,892,159,7 minutes walk to Hussain Sagar Lake,True,False,1051
FabHotel Lavish Palms,Kothaguda,2.9,11.0,1492,411,Not provided,True,False,1903
Hotel O Bharat Lodge,Balanagar,2.8,11.0,719,128,Not provided,True,False,847
Hotel O Sai Pariwar Near Snow World,Kachiguda,2.5,50.0,1155,207,Not provided,True,False,1362
Tourist Krishna Inn,Kachiguda,,,3640,840,Not provided,True,False,4480
FabHotel De Alphabet II,Yella Reddy Guda,,,2066,464,Not provided,True,False,2530
New Skyhy Hotel,Himayat Nagar,,,1820,420,2.2 km drive to Hussain Sagar Lake,True,False,2240
iRoomz Hotel Avasya Residency,Kukatpally,,,1860,380,1.8 km drive to Miyapur Metro Station,True,False,2240
The City Park Hotel,Abids,2.0,5.0,2304,539,2.3 km drive to Hussain Sagar Lake,True,False,2843
SPOT ON New Balaji Residency,Punjagutta,2.3,18.0,815,146,2.8 km drive to Hussain Sagar Lake,True,False,961
Hotel Siddhi Vinayak,Kachiguda,1.7,3.0,2204,456,Not provided,True,False,2660
Hotel Raj International,Nampally,2.8,81.0,1147,265,10 minutes walk to Nampally Railway Station,True,False,1412
FabHotel VK Luxury Room's,Jeedimetla,,,1653,367,Not provided,True,False,2020
Sai Manikanta Palace,Punjagutta,1.8,5.0,1620,396,Not provided,True,False,2016
Hotel O Sree Radha Lodge Near Snow World,Shivaji Nagar,2.9,45.0,744,145,2.3 km drive to Hussain Sagar Lake,True,False,889
Hotel Asian Park,Redhills,,,2754,570,Not provided,True,False,3324
Hotel O Kanak International,Koti,3.1,43.0,982,176,Not provided,True,False,1158
Archana Homes,Somajiguda,2.0,6.0,5399,1320,2.2 km drive to Hussain Sagar Lake,True,False,6719
FabHotel Broholic Prime Suites,Kukatpally Housing Board Colony,,,1272,304,2.6 km drive to Miyapur Metro Station,True,False,1576
FabHotel W Grand Suites,Puppalaguda,2.9,13.0,1537,423,Not provided,True,False,1960
The Majestic Hotel,Near Nampally Train Station,2.3,7.0,1821,420,2.4 km drive to Hussain Sagar Lake,True,False,2241
Dhruv Elite and Banquets,Amberpet,3.3,21.0,2245,525,Not provided,True,False,2770
FabHotel Prime Millennium Grand,Miyapur,,,2294,516,Not provided,True,False,2810
White Carnations Hotel,Gowlidody,2.0,10.0,1730,399,"990 m drive to US Consulate, Hyderabad",True,False,2129
Hotel O Sriman Stay Inn,Uppal,3.0,11.0,706,126,Not provided,True,False,832
Hotel O Shirdi Blissful Residency,Himayat Nagar,2.5,4.0,838,150,2.6 km drive to Hussain Sagar Lake,True,False,988
Kamakshi Hotels,Kailash Hills,,,1297,299,Not provided,True,False,1596
Swan Premium,Shamshabad,2.2,6.0,7114,1912,8.5 km drive to Rajiv Gandhi International Airport,True,False,9026
Hotel Akshaya Express,Redhills,,,2203,456,Not provided,True,False,2659
FabHotel Perams Grand Inn,Hitec City,2.5,6.0,1537,424,Not provided,True,False,1961
iROOMZ Hotel Galaxy Grand,Madhapur,,,1249,255,Not provided,True,False,1504
FabHotel De Alphabet,Kukatpally Housing Board Colony,2.7,3.0,1990,481,Not provided,True,False,2471
Hotel O Millind Residency,Shivaji Nagar,2.7,6.0,945,169,2.7 km drive to Hussain Sagar Lake,True,False,1114
Hotel O Flagship Hotel Lavish Stay,Santosh Nagar,2.0,4.0,808,145,Not provided,True,False,953
Hotel Classic Inn,Punjagutta,,,2754,570,Not provided,True,False,3324
FabHotel Prime Ravila Grand,Miyapur,2.8,8.0,2688,741,Not provided,True,False,3429
Townhouse QUALIA ELITE S R NAGAR,Balkampet,,,1925,360,Not provided,True,False,2285
Hotel My Place,Sanjeeva Reddy Nagar,3.0,12.0,2244,525,Not provided,True,False,2769
Hotel Pankaj Palace,Isnapur,3.7,52.0,1821,420,Not provided,True,False,2241
Hotel Prem Residency,Shivaji Nagar,,,900,220,2.7 km drive to Hussain Sagar Lake,True,False,1120
Hotel O SV Grand,Alwal,2.8,19.0,1226,219,15.0 km from city centre,True,False,1445
Hotel O RBS Residency,Mallapur,2.5,20.0,1219,218,16.0 km from city centre,True,False,1437
S S Residency,Kukatpally Housing Board Colony,2.9,12.0,1457,336,2.9 km drive to Miyapur Metro Station,True,False,1793
FabHotel SVR Grand,Kukatpally,,,1273,304,Not provided,True,False,1577
Hotel Everest,Shivaji Nagar,2.9,14.0,1023,209,2.5 km drive to Hussain Sagar Lake,False,False,1232
Hotel O R K SERENITY LUXURY ROOMS,Kothaguda,2.5,14.0,881,158,Not provided,True,False,1039
Hotel O BHANU GUEST HOUSE,Gachibowli,1.0,3.0,1257,225,Not provided,True,False,1482
Siri Inn Dormitory,Hitec City,2.7,63.0,1332,295,Not provided,True,False,1627
Hotel O ZEE ROOMS,Madhapur,1.8,5.0,1100,197,Not provided,True,False,1297
Hotel Wild Wings Gachibowli,Gachibowli,,,1860,380,Not provided,True,False,2240
Balaji inn,Kukatpally Housing Board Colony,3.0,4.0,1639,378,Not provided,True,False,2017
KKS KUNDHANA GRAND,Madhapur,2.5,4.0,3150,378,Not provided,True,False,3528
iRoomz Hotel Fusion Inn Suites,Serilingampally,,,2252,466,Not provided,True,False,2718
MK SUITES,Chandanagar,3.7,6.0,1534,313,Not provided,False,False,1847
Hotel O Sri Sai Regency,Himayat Nagar,2.7,6.0,1257,225,2.8 km drive to Hussain Sagar Lake,True,False,1482
Hotel S S Pride Inn,Kothaguda,,,1211,302,Not provided,True,False,1513
Hotel Sai Vinayaka,Punjagutta,2.1,11.0,1278,312,Not provided,True,False,1590
Hotel O Shri Ganesh Residency,Himayat Nagar,2.7,15.0,1062,190,Not provided,True,False,1252
Hotel O New Hotel Aroma Classic,Nampally,2.4,8.0,1032,185,6 minutes walk to Nampally Railway Station,True,False,1217
Qube Inn,Gachibowli,2.6,24.0,1730,399,Not provided,True,False,2129
Chandra Hotel,Nacharam Mallapur Road,2.7,37.0,2401,561,14.1 km from city centre,True,False,2962
Hotel O Banyan Tree,Kukatpally,2.7,51.0,1218,218,9 minutes walk to Harsha Hospital,True,False,1436
Hotel O Green Banjara Stay,Banjara Hills,,,1255,264,Not provided,True,False,1519
OYO Flagship Malani Inn,Champapet,,,1377,246,Not provided,True,False,1623
Hotel Way Inn Familiar,Hafeezpet,,,900,220,Not provided,True,False,1120
Hotel S S Suites,Madhapur,1.9,14.0,1366,315,Not provided,True,False,1681
Townhouse The Grand Plaza,Abids,2.1,15.0,1118,200,2.5 km drive to Hussain Sagar Lake,True,False,1318
Collection O Rio Hitech City,Kothaguda,,,1258,265,"3 minutes walk to Hyderabad International Convention Centre, Hyderabad",True,False,1523
Hotel O Boduppal Uppal Ghatkesar,Peerzadiguda,,,1037,219,Not provided,True,False,1256
Hotel Joy International,Mehdipatnam,2.0,7.0,1465,299,7 minutes walk to Olive Hospitals,True,False,1764
iROOMZ Hotel Shree Jagannath,Madhapur,2.3,3.0,1029,210,Not provided,True,False,1239
Hotel Ankitha Stay Inn,Gachibowli,2.2,5.0,2245,525,Not provided,True,False,2770
Hotel O Big Daddy Suites,Kukatpally,2.6,11.0,1689,302,Not provided,True,False,1991
Hotel O Stayo Inn,Muthangi,,,1361,243,Not provided,True,False,1604
Hotel Rooftop Luxury Rooms,Jubilee Hills,1.2,4.0,1147,265,Not provided,True,False,1412
Sri Supraja Residency,Chandanagar,2.5,8.0,1366,315,Not provided,True,False,1681
ACCOMMODATERS,Hitec City,1.8,6.0,1861,380,Not provided,True,False,2241
Hotel Srinivasa Residency,Rasoolpura,1.9,9.0,1229,284,2.5 km drive to Hussain Sagar Lake,True,False,1513
Hotel City Royal extension,Shivaji Nagar,2.8,19.0,2811,648,2.5 km drive to Hussain Sagar Lake,True,False,3459
Eastin De Royal,Madhapur,,,4651,950,Not provided,True,False,5601
Hotel O HRR Hotels Near Paradise circle,Ramgopalpet,2.3,14.0,762,136,1.7 km drive to Hussain Sagar Lake,True,False,898
Hotel Stay Holiday INN,Banjara Hills,1.0,4.0,1184,273,Not provided,True,False,1457
HOTEL O NEXOS UNIQUE SUITES,Kukatpally Housing Board Colony,,,1307,275,Not provided,True,False,1582
HOTEL SAI TRISHUL GRAND RESTAURANT & BAR,Isnapur,2.0,11.0,2515,588,Not provided,True,False,3103
Hotel O Diamond Park,Madhapur,1.8,30.0,3915,701,Not provided,True,False,4616
iROOMZ Hotel Diamond Park,Madhapur,1.7,17.0,1373,329,Not provided,True,False,1702
Hotel O STAY IN HOTELS AND RESORTS,Serilingampally,2.3,6.0,1130,202,Not provided,True,False,1332
Hotel O Srinivasa Grand,Abids,1.7,3.0,974,174,2.9 km drive to Salar Jung Museum,True,False,1148
SPOT ON Hotel Akshaya Residency Near Bbr Super Speciality Hospital,Balanagar,2.4,21.0,814,145,Not provided,True,False,959
Hotel Meredian Residency,Shivaji Nagar,2.2,38.0,4550,1050,1.9 km drive to Hussain Sagar Lake,True,False,5600
Hotel Altima Suites,Madhapur,1.3,12.0,4323,998,Not provided,True,False,5321
Hotel O HAPPY HOMES @ TARNAKA,Secunderabad,2.0,4.0,1163,208,"810 m drive to Carriage Workshop, Lallaguda (South Central Railway)",True,False,1371
Hotel Nav Bharath Residency,Chilakalguda,,,1294,287,8.3 km from city centre,True,False,1581
K S suites,Ramgopalpet,,,837,210,1.8 km drive to Hussain Sagar Lake,True,False,1047
Hotel O Jagannath Near Shilparamam,Madhapur,1.4,5.0,1526,273,Not provided,True,False,1799
SPOT ON SUN LODGE AND BANQUET HALL,Zamistanpur,,,625,112,Not provided,True,False,737
HOTEL S S SUITES KPHB,Kukatpally Housing Board Colony,,,3717,879,Not provided,True,False,4596
Super Collection O SIRI GRAND INN,Khaja Guda,2.5,10.0,1052,188,Not provided,True,False,1240
Lotus Grand,Saroornagar,,,1368,304,Not provided,True,False,1672
Hotel Galaxy Green Iris,Kondapur,1.0,3.0,1089,273,Not provided,True,False,1362
Hotel JL Residency,Shivaji Nagar,,,1283,285,2.3 km drive to Hussain Sagar Lake,True,False,1568
Hotel O Castle Inn Kondapur,Kondapur,,,789,141,Not provided,True,False,930
Hotel Sri Tulasi Residency,Abids,,,1172,294,2.9 km drive to Salar Jung Museum,True,False,1466
Hotel O Beautiful Stay Homes,Kukatpally Housing Board Colony,,,1412,253,1.9 km drive to Miyapur Metro Station,True,False,1665
Townhouse AARIAN TEJ NILAYAM,Kokapet,,,1007,212,Not provided,False,False,1219
Super Hotel O SRI NIRVANA PRIDE,Bongloor,4.4,22.0,1309,245,19.0 km from Hyderabad,True,False,1554
Bablu Yadav Hotel,Sreenagar,2.8,4.0,1674,409,20.8 km from Hyderabad,True,False,2083
